kp=3,kd=180
375,    1800,   3588,   65535,  -1788,  3500
383,    1800,   19,     65535,  1781,   2000
391,    1800,   63,     65535,  1737,   2000
399,    1800,   143,    65535,  1657,   2000
407,    1800,   280,    65535,  1520,   3500
415,    1800,   508,    65535,  1292,   3500
423,    1800,   737,    65535,  1063,   3500
431,    1800,   996,    65535,  804,    3500
439,    1800,   1183,   65535,  617,    3500
447,    1800,   1362,   65535,  438,    3500
455,    1800,   1551,   65535,  249,    3500
463,    1800,   1775,   65535,  0,      3500
471,    1800,   2212,   65535,  -412,   3500
479,    1800,   2577,   65535,  -777,   3500
487,    1800,   2870,   65535,  -1070,  3500
495,    1800,   3090,   65535,  -1290,  3500
503,    1800,   3303,   65535,  -1503,  3500
511,    1800,   3494,   65535,  -1694,  3500
519,    1800,   47,     65535,  1753,   3500
527,    1800,   134,    65535,  1666,   2000
535,    1800,   359,    65535,  1441,   3500
543,    1800,   947,    65535,  853,    3500
551,    1800,   1398,   65535,  402,    3500
559,    1800,   1699,   65535,  101,    3500
567,    1800,   2109,   65535,  -309,   3500
575,    1800,   2606,   65535,  -806,   2000
583,    1800,   2913,   65535,  -1113,  3500
591,    1800,   3229,   65535,  -1429,  3500
599,    1800,   3500,   65535,  -1700,  3500
607,    1800,   122,    65535,  1678,   3500
615,    1800,   282,    65535,  1518,   3500
623,    1800,   546,    65535,  1254,   3500
631,    1800,   1346,   65535,  454,    2000
639,    1800,   1824,   65535,  0,      2750
647,    1800,   2253,   65535,  -453,   3500
655,    1800,   2391,   65535,  -591,   3500
663,    1800,   2450,   65535,  -650,   3500
671,    1800,   2496,   65535,  -696,   3500
679,    1800,   2590,   65535,  -790,   3500
687,    1800,   2692,   65535,  -892,   3500
695,    1800,   2779,   65535,  -979,   3500
703,    1800,   2864,   65535,  -1064,  3500
711,    1800,   2956,   65535,  -1156,  3500
719,    1800,   3003,   65535,  -1203,  3500